genes,reaction,Organism,geneKO,maxATPafterKO,growthAcrossCond,closeness,degree,betweenness,pagerank,reversible,rawVmin,rawVmax,PFBAflux,kcat,MW,Target,Acetyl,Phos
b2341,"ECOAH4",1,0.999999999999442,0.999999999999664,0,0.599179122260659,0.392318244170096,0.00228774263115283,0.364432447569524,1,0.453190690505705,0.00626358806831075,1.64030586855652,1.00375811962536,0.46185052270245,1,1,0
b2341,"ECOAH5",1,0.999999999999442,0.999999999999664,0,0.599179122260659,0.392318244170096,0.0022869643669618,0.364431305977446,1,0.453189917795697,0.00626358806831075,1.64030586855652,1.00375811962536,0.46185052270245,1,1,0
b2341,"ECOAH6",1,0.999999999999442,0.999999999999664,0,0.599455391493226,0.393004115226337,0.0144748476446298,0.383259966343144,1,0.452436981963614,0.00489384643384962,1.28160303638123,1.00375811962536,0.46185052270245,1,1,0
b2341,"ECOAH7",1,0.999999999999442,0.999999999999664,0,0.599455391493226,0.393004115226337,0.0144750876320778,0.383260029861742,1,0.452436209253521,0.00489384036273915,1.28160303638123,1.00375811962536,0.46185052270245,1,1,0
b2341,"ECOAH8",1,0.999999999999442,0.999999999999664,0,0.599455391493226,0.393004115226337,0.0144774624298014,0.383347667237895,1,0.449744344164327,7.11022019240945e-10,9.04652378077751e-33,1.00375811962536,0.46185052270245,1,1,0
b2341,"HACD1",1,0.999999999999442,0.999999999999664,0,0.794843840146198,0.714677640603566,0.0055887112111993,0.644002379439767,1,0.453191095258535,0.00626366932375705,1.64030586855652,1.00375811962536,0.46185052270245,1,1,0
b2341,"HACD2",1,0.999999999999442,0.999999999999664,0,0.794466502796999,0.713991769547325,0.00327749300974227,0.641403174403476,1,0.453191095258535,0.00626366932375705,1.64030586855652,1.00375811962536,0.46185052270245,1,1,0
b2341,"HACD3",1,0.999999999999442,0.999999999999664,0,0.794466502796999,0.713991769547325,0.00327749288135216,0.641400923602887,1,0.453191095258535,0.00626358806831075,1.64030586855652,1.00375811962536,0.46185052270245,1,1,0
b2341,"HACD4",1,0.999999999999442,0.999999999999664,0,0.794466502796999,0.713991769547325,0.00327749288135216,0.641401250247452,1,0.453190690505705,0.00626358806831075,1.64030586855652,1.00375811962536,0.46185052270245,1,1,0
b2341,"HACD5",1,0.999999999999442,0.999999999999664,0,0.794466502796999,0.713991769547325,0.00327749295609201,0.641401248006452,1,0.453189917795697,0.00626358806831075,1.64030586855652,1.00375811962536,0.46185052270245,1,1,0
b2341,"HACD6",1,0.999999999999442,0.999999999999664,0,0.794466502796999,0.713991769547325,0.00327797814231718,0.641428421653216,1,0.452436981963614,0.00489384643384962,1.28160303638123,1.00375811962536,0.46185052270245,1,1,0
b2341,"HACD7",1,0.999999999999442,0.999999999999664,0,0.794466502796999,0.713991769547325,0.00327797815182575,0.64143308901309,1,0.452436209253521,0.00489384036273915,1.28160303638123,1.00375811962536,0.46185052270245,1,1,0
b2341,"HACD8",1,0.999999999999442,0.999999999999664,0,0.794466502796999,0.713991769547325,0.00327797814579728,0.64143321990902,1,0.449744344164327,7.11022019240945e-10,9.04652378077751e-33,1.00375811962536,0.46185052270245,1,1,0
b2342,"ACACT1r",1,0.999999999999442,0.999999999999664,0,0.416361592730298,0.051440329218107,0.000163980715159316,0.0801200540319891,1,0.453191095258535,0.00626366932375705,1.64030586855652,1.00375811962536,0.271237322515213,0,0,0
b2342,"ACACT2r",1,0.999999999999442,0.999999999999664,0,0.416557499265187,0.0521262002743484,0.000648016949511171,0.0837778018646958,1,0.453191095258535,0.00626366932375705,1.64030586855652,1.00375811962536,0.271237322515213,0,0,0
b2342,"ACACT3r",1,0.999999999999442,0.999999999999664,0,0.416557499265187,0.0521262002743484,0.000491235741803969,0.0835819979341642,1,0.453191095258535,0.00626358806831075,1.64030586855652,1.00375811962536,0.271237322515213,0,0,0
b2342,"ACACT4r",1,0.999999999999442,0.999999999999664,0,0.416557499265187,0.0521262002743484,0.000543445078863597,0.0836185160183303,1,0.453190690505705,0.00626358806831075,1.64030586855652,1.00375811962536,0.271237322515213,0,0,0
b2342,"ACACT5r",1,0.999999999999442,0.999999999999664,0,0.416557499265187,0.0521262002743484,0.000543445078863597,0.0836185160156038,1,0.453189917795697,0.00626358806831075,1.64030586855652,1.00375811962536,0.271237322515213,0,0,0
b2342,"ACACT6r",1,0.999999999999442,0.999999999999664,0,0.416557499265187,0.0521262002743484,0.000543668750941042,0.0836174122576357,1,0.452436981963614,0.00489384643384962,1.28160303638123,1.00375811962536,0.271237322515213,0,0,0
b2342,"ACACT7r",1,0.999999999999442,0.999999999999664,0,0.416557499265187,0.0521262002743484,0.000544563091722694,0.0840026648868642,1,0.452436209253521,0.00489384036273915,1.28160303638123,1.00375811962536,0.271237322515213,0,0,0
b2342,"ACACT8r",1,0.999999999999442,0.999999999999664,0,0.416557499265187,0.0521262002743484,0.000544745954588971,0.0840026992235016,1,0.44974484229567,9.05966099016234e-07,-1.27376369286482e-32,1.00375811962536,0.271237322515213,0,0,0
b2366,"SERD_D",1,0.999999999999143,0.999999999999606,0.993993993993994,0.425455516881037,0.0713305898491084,0.00497950971746784,0.173351667062306,0,0.449744842686922,2.80849444250621e-06,0,0.178764573931242,0.279787798408488,1,1,0
b2373,"OXCDC",1,0.999999999999442,0.999999999999664,1,0.795977115952709,0.716735253772291,0.00967579496970913,0.651593378584537,0,0.449744842686922,0,0,1.56168427241352,0.358926509595881,0,0,0
b2374,"FORCT",1,0.999999999999442,0.999999999999664,1,0.369913978569912,0.00960219478737997,4.58823237794554e-06,0.016465374909616,1,0.449744842686922,0,-0,1.00375811962536,0.26684974254954,0,0,0
b2379,"ALATA_L",1,0.999999999999442,0.999999999999664,1,0.432489257169157,0.083676268861454,0.0262346232910907,0.242930048643627,1,0.449744842686922,1.17020606942982e-07,-2.67955956648461,1.00375811962536,0.269271337182088,0,0,0
b2388,"HEX1",1,0.999999999999333,0.999999999999671,0.96996996996997,0.835270302938871,0.784636488340192,0.0727982977421648,0.742050190202002,0,0.449744842686922,1.40424710711456e-05,0,0.945127337040225,0.197540958027773,1,1,0
b2392,"FE2t2pp",1,0.999999999999501,0.999999999999671,1,0.845350831824979,0.774348422496571,0.0502974095269963,0.773797693989053,0,0.449744842686922,1.40424687022558e-05,0,1.00375811962536,0.256651583710407,0,0,0
b2392,"MNt2pp",1,0.999999999999501,0.999999999999671,1,0.84494481214214,0.773662551440329,0.0845590538134524,0.808775809304431,0,0.449744842686922,1.31020959235343e-05,0,1.00375811962536,0.256651583710407,0,0,0
b2393,"ADNt2pp",1,0.999999999999442,0.999999999999664,0.801801801801802,0.846977262248674,0.776406035665295,0.0828152575207955,0.778650946581215,0,0.449744842686922,1.17020606942982e-07,0,1.00375811962536,0.252170385395538,1,1,0
b2393,"CYTDt2pp",1,0.999999999999442,0.999999999999664,0.801801801801802,0.846570301480379,0.775720164609053,0.082053563102101,0.777874435170389,0,0.449744842686922,1.17020606942982e-07,0,1.00375811962536,0.252170385395538,1,1,0
b2393,"DADNt2pp",1,0.999999999999442,0.999999999999664,0.801801801801802,0.846570301480379,0.775034293552812,0.115767519652703,0.793130182010731,0,0.449744842686922,0,0,1.00375811962536,0.252170385395538,1,1,0
b2393,"DCYTt2pp",1,0.999999999999442,0.999999999999664,0.801801801801802,0.845757086472911,0.774348422496571,0.114454401738146,0.792333245122582,0,0.449744842686922,0,0,1.00375811962536,0.252170385395538,1,1,0
b2393,"DURIt2pp",1,0.999999999999442,0.999999999999664,0.801801801801802,0.846570301480379,0.775034293552812,0.115618802929702,0.793135730259109,0,0.449744842686922,0,0,1.00375811962536,0.252170385395538,1,1,0
b2393,"THMDt2pp",1,0.999999999999442,0.999999999999664,0.801801801801802,0.846570301480379,0.775034293552812,0.076061899156084,0.781309066146255,0,0.449744842686922,1.17020606942982e-07,0,1.00375811962536,0.252170385395538,1,1,0
b2393,"URIt2pp",1,0.999999999999442,0.999999999999664,0.801801801801802,0.846570301480379,0.776406035665295,0.075706002225202,0.778331291548834,0,0.449744842686922,1.17020606942982e-07,0,1.00375811962536,0.252170385395538,1,1,0
b2400,"GLUTRS",1,0,0.999999999999723,0,0.562536785357025,0.318930041152263,0.023005177560629,0.352260019472582,0,0.449779397992212,6.29666112129561e-05,0.0164454629060629,0.154217526811999,0.316704634108285,1,1,0
b2411,"NADDP",1,0.999999999999442,0.999999999999664,1,0.912147959682944,0.898491083676269,0.0547405177067431,0.847692465175811,0,0.449744842686922,3.51061723066195e-06,0,2.77952909872939,0.440218442814792,0,0,0
b2414,"CYSS",1,0.999999999999442,0.999999999999664,0.489489489489489,0.798628820771414,0.720164609053498,0.222625572044061,0.764175373463006,0,0.452145429187165,0.0043641508806347,1.14248031991356,2.54719836059202,0.196086753003589,-1,1,1
b2415,"ACGAptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.421282987966325,0.0507544581618656,0.0555490807758487,0.197289113009313,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"ACMANAptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.400940053399935,0.0480109739368999,0.0836526128428535,0.227713816828772,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"ACMUMptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.400940053399935,0.0480109739368999,0.0822998060606783,0.217171191005762,0,0.449744842686922,0,-0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"ARBTptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.400750370600008,0.0473251028806584,0.0822536074662438,0.216580926194545,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"ASCBptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.400750370600008,0.0473251028806584,0.0822093213649639,0.216487536455178,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"DHAPT",1,0.989444796283829,0.997307431768592,0.489489489489489,0.405515048798417,0.056241426611797,0.0207137308610485,0.249818574169499,0,0.449744842686922,0.0155183134426361,4.060222235862,0.391612883328376,0.0377406771727259,1,1,0
b2415,"FRUpts2pp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.41616576488853,0.0569272976680384,0.0538001524413543,0.230054497574981,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"FRUptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.400750370600008,0.0473251028806584,0.0363042158712887,0.182182427959423,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"GALTptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.400750370600008,0.0473251028806584,0.0822356390570077,0.216490421824353,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"GAMptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.413237758291651,0.0500685871056241,0.0863218070963474,0.234508591792273,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"GLCptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.426454218675545,0.0589849108367627,0.0213029054045548,0.192468042726901,0,0.548322913345127,0.179160165705918,46.9186344946962,1.00375811962536,0.0377406771727259,1,1,0
b2415,"MALTptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.401509552085293,0.0473251028806584,0.00349793915769001,0.180814902003295,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"MANGLYCptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.400750370600008,0.0473251028806584,0.0822512157155643,0.216591825662801,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"MANptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.413432411403954,0.0507544581618656,0.0868584154296269,0.235293464521106,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"MNLptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.400750370600008,0.0473251028806584,0.082226964557638,0.216528474474285,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"SBTptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.400750370600008,0.0473251028806584,0.082226964557638,0.216528474474285,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"SUCptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.400940053399935,0.0473251028806584,0.0822591851733075,0.216586330776333,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2415,"TREptspp",1,0.989444796283829,0.997307431768592,0.489489489489489,0.422075025322881,0.0493827160493827,0.0541621789678964,0.185328191980629,0,0.449744842686922,0,0,1.00375811962536,0.0377406771727259,1,1,0
b2416,"ACGAptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.421282987966325,0.0507544581618656,0.0555490807758487,0.197289113009313,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"ACMANAptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400940053399935,0.0480109739368999,0.0836526128428535,0.227713816828772,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"ACMUMptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400940053399935,0.0480109739368999,0.0822998060606783,0.217171191005762,0,0.449744842686922,0,-0,1.00375811962536,0.377531596192854,0,0,0
b2416,"ARBTptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400750370600008,0.0473251028806584,0.0822536074662438,0.216580926194545,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"ASCBptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400750370600008,0.0473251028806584,0.0822093213649639,0.216487536455178,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"CHTBSptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400750370600008,0.0473251028806584,0.082251883536194,0.216585043897,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"DHAPT",1,0.989444796283829,0.997307431768592,0.486486486486487,0.405515048798417,0.056241426611797,0.0207137308610485,0.249818574169499,0,0.449744842686922,0.0155183134426361,4.060222235862,0.391612883328376,0.377531596192854,0,0,0
b2416,"FRUpts2pp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.41616576488853,0.0569272976680384,0.0538001524413543,0.230054497574981,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"FRUptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400750370600008,0.0473251028806584,0.0363042158712887,0.182182427959423,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"GALTptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400750370600008,0.0473251028806584,0.0822356390570077,0.216490421824353,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"GAMptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.413237758291651,0.0500685871056241,0.0863218070963474,0.234508591792273,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"GLCptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.426454218675545,0.0589849108367627,0.0213029054045548,0.192468042726901,0,0.548322913345127,0.179160165705918,46.9186344946962,1.00375811962536,0.377531596192854,0,0,0
b2416,"MALTptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.401509552085293,0.0473251028806584,0.00349793915769001,0.180814902003295,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"MANGLYCptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400750370600008,0.0473251028806584,0.0822512157155643,0.216591825662801,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"MANptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.413432411403954,0.0507544581618656,0.0868584154296269,0.235293464521106,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"MNLptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400750370600008,0.0473251028806584,0.082226964557638,0.216528474474285,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"SBTptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400750370600008,0.0473251028806584,0.082226964557638,0.216528474474285,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"SUCptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.400940053399935,0.0473251028806584,0.0822591851733075,0.216586330776333,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2416,"TREptspp",1,0.989444796283829,0.997307431768592,0.486486486486487,0.422075025322881,0.0493827160493827,0.0541621789678964,0.185328191980629,0,0.449744842686922,0,0,1.00375811962536,0.377531596192854,0,0,0
b2417,"ACGAptspp",1,0.999999999999442,0.999999999999664,0.516516516516517,0.421282987966325,0.0507544581618656,0.0555490807758487,0.197289113009313,0,0.449744842686922,0,0,1.00375811962536,0.09473552816352,1,1,0
b2417,"ACMUMptspp",1,0.999999999999442,0.999999999999664,0.516516516516517,0.400940053399935,0.0480109739368999,0.0822998060606783,0.217171191005762,0,0.449744842686922,0,-0,1.00375811962536,0.09473552816352,1,1,0
b2417,"GLCptspp",1,0.999999999999442,0.999999999999664,0.516516516516517,0.426454218675545,0.0589849108367627,0.0213029054045548,0.192468042726901,0,0.548322913345127,0.179160165705918,46.9186344946962,1.00375811962536,0.09473552816352,1,1,0
b2417,"MALTptspp",1,0.999999999999442,0.999999999999664,0.516516516516517,0.401509552085293,0.0473251028806584,0.00349793915769001,0.180814902003295,0,0.449744842686922,0,0,1.00375811962536,0.09473552816352,1,1,0
b2417,"SUCptspp",1,0.999999999999442,0.999999999999664,0.516516516516517,0.400940053399935,0.0473251028806584,0.0822591851733075,0.216586330776333,0,0.449744842686922,0,0,1.00375811962536,0.09473552816352,1,1,0
b2417,"TREptspp",1,0.999999999999442,0.999999999999664,0.516516516516517,0.422075025322881,0.0493827160493827,0.0541621789678964,0.185328191980629,0,0.449744842686922,0,0,1.00375811962536,0.09473552816352,1,1,0
b2418,"HMPK1",1,0.999999999999371,0.999999999999587,1,0.825728245658527,0.768861454046639,0.00919989027997787,0.696719539788369,0,0.449744842686922,0,-0,-0.321001670282935,0.173349976595413,0,0,0
b2418,"PYDAMK",1,0.999999999999371,0.999999999999587,1,0.82810149161925,0.772290809327846,0.124485818305825,0.76764647874985,0,0.449744842686922,3.51061722960953e-06,0,1.00375811962536,0.173349976595413,0,0,0
b2418,"PYDXK",1,0.999999999999371,0.999999999999587,1,0.828497823920783,0.772976680384088,0.126871808701633,0.769735795312384,0,0.449744842686922,3.51061722955214e-06,0,1.00375811962536,0.173349976595413,0,0,0
b2418,"PYDXNK",1,0.999999999999371,0.999999999999587,1,0.827309506054975,0.770919067215363,0.121973664657304,0.763378103895007,0,0.449744842686922,3.51061722960944e-06,0,1.00375811962536,0.173349976595413,0,0,0
b2421,"CYSS",1,0.999999999999442,0.999999999999664,0.399399399399399,0.798628820771414,0.720164609053498,0.222625572044061,0.764175373463006,0,0.452145429187165,0.0043641508806347,1.14248031991356,2.54719836059202,0.184690279294742,1,1,0
b2422,"MOBDabcpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.937538076422285,0.933470507544581,0.118197749238109,0.934875317668576,0,0.449746092023912,2.27042459301609e-06,0.000594580917848127,1.00375811962536,0.237085348728351,0,0,0
b2422,"SELtpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.84494481214214,0.773662551440329,0.105093628960582,0.82333602626958,0,0.449744842686922,0,0,1.00375811962536,0.237085348728351,0,0,0
b2422,"SLNTtpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.84494481214214,0.773662551440329,0.105093628960582,0.82333602626958,0,0.449744842686922,0,0,1.00375811962536,0.237085348728351,0,0,0
b2422,"SULabcpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.937538076422285,0.933470507544581,0.0802190264189007,0.900548772775349,0,0.449744842686922,4.68082290721981e-06,0,1.00375811962536,0.237085348728351,0,0,0
b2422,"TSULabcpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.939385240999877,0.934156378600823,0.108071522152633,0.902642167843323,0,0.449744842686922,0,0,1.00375811962536,0.237085348728351,0,0,0
b2424,"MOBDabcpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.937538076422285,0.933470507544581,0.118197749238109,0.934875317668576,0,0.449746092023912,2.27042459301609e-06,0.000594580917848127,1.00375811962536,0.169886097675144,0,0,0
b2424,"SELtpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.84494481214214,0.773662551440329,0.105093628960582,0.82333602626958,0,0.449744842686922,0,0,1.00375811962536,0.169886097675144,0,0,0
b2424,"SLNTtpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.84494481214214,0.773662551440329,0.105093628960582,0.82333602626958,0,0.449744842686922,0,0,1.00375811962536,0.169886097675144,0,0,0
b2424,"SULabcpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.937538076422285,0.933470507544581,0.0802190264189007,0.900548772775349,0,0.449744842686922,4.68082290721981e-06,0,1.00375811962536,0.169886097675144,0,0,0
b2424,"TSULabcpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.939385240999877,0.934156378600823,0.108071522152633,0.902642167843323,0,0.449744842686922,0,0,1.00375811962536,0.169886097675144,0,0,0
b2425,"MOBDabcpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.937538076422285,0.933470507544581,0.118197749238109,0.934875317668576,0,0.449746092023912,2.27042459301609e-06,0.000594580917848127,1.00375811962536,0.215590575752848,0,0,0
b2425,"SELtpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.84494481214214,0.773662551440329,0.105093628960582,0.82333602626958,0,0.449744842686922,0,0,1.00375811962536,0.215590575752848,0,0,0
b2425,"SLNTtpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.84494481214214,0.773662551440329,0.105093628960582,0.82333602626958,0,0.449744842686922,0,0,1.00375811962536,0.215590575752848,0,0,0
b2425,"SULabcpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.937538076422285,0.933470507544581,0.0802190264189007,0.900548772775349,0,0.449744842686922,4.68082290721981e-06,0,1.00375811962536,0.215590575752848,0,0,0
b2425,"TSULabcpp",1,0.999999999999442,0.999999999999664,0.0570570570570571,0.939385240999877,0.934156378600823,0.108071522152633,0.902642167843323,0,0.449744842686922,0,0,1.00375811962536,0.215590575752848,0,0,0
b2428,"ACM6PH",1,0.99999999999951,0.999999999999629,0.987987987987988,0.601392973797353,0.395747599451303,0.0138302069315199,0.383376589384176,0,0.449744842686922,3.69538692140001e-07,0,0.661981471688657,0.175677952878764,0,0,0
b2436,"CPPPGO",1,0.999957455176356,0.999999999999555,0,0.893229333533402,0.868312757201646,0.0424382682608081,0.810358103640235,0,0.449746960398393,3.945987351093e-06,0.00102784143162893,1.00375811962536,0.195044468715868,1,1,0
b2440,"ETHAAL",1,0.999999999999374,0.999999999999589,0.984984984984985,0.412459924766464,0.041838134430727,0.00226939378958513,0.0765447512312127,0,0.449744842686922,5.6169877998932e-07,0,2.52793615758699,0.179185520361991,0,0,0
b2441,"ETHAAL",1,0.999999999999374,0.999999999999589,0.984984984984985,0.412459924766464,0.041838134430727,0.00226939378958513,0.0765447512312127,0,0.449744842686922,5.6169877998932e-07,0,2.52793615758699,0.289162115774692,0,0,0
b2463,"ME2",1,0.999999999999279,0.999999999999832,0.963963963963964,0.458452021434686,0.161179698216735,0.0250538308356612,0.26133116171617,0,0.449744842686922,4.68082409866644e-06,0,1.59696561507996,0.495209861132782,-1,1,1
b2464,"TALA",1,0.999999999999442,0.999999999999664,0.327327327327327,0.364966268221666,0.0205761316872428,0.00298879411375817,0.126279962733921,1,0.38450344812659,0.0209068069062637,0,1.00375811962536,0.203382743017631,1,1,0
b2465,"TKT1",1,0.999999999999442,0.999999999999664,0,0.34856533505025,0.0185185185185185,0.00365671980535904,0.139782435769485,1,0.461246062692839,0.0209068069062637,5.47437902974011,1.00375811962536,0.436704634108285,0,0,0
b2465,"TKT2",1,0.999999999999442,0.999999999999664,0,0.365669853443263,0.0212620027434842,0.00449738145533454,0.140986259491762,1,0.457552848222564,0.0141951209277603,3.71671487180179,1.00375811962536,0.436704634108285,0,0,0
b2467,"GDPMNP",1,0.999999999999442,0.999999999999664,1,0.885024099525567,0.8559670781893,0.0374168643476632,0.788570141573001,0,0.449744842686922,3.51061723730669e-06,0,1.00375811962536,0.11656732719613,0,0,0
b2472,"SDPDS",1,0,0.99999999999965,0.0120120120120121,0.606684956006082,0.406721536351166,0.0404748741314035,0.442770911664743,0,0.453337403208799,0.00652888437914901,1.7097612162391,2.12461983485333,0.238396005617101,1,1,0
b2476,"PRASCSi",1,0,9.9560578332148e-14,0.165165165165165,0.86345124400877,0.829218106995885,0.0789918352905325,0.806950253659929,0,0.454083770685676,0.00788551691982986,2.06497030937757,1.00375811962536,0.149308784521766,1,1,0
b2478,"DHDPS",1,0,0.99999999999965,0.0120120120120121,0.908147561157699,0.882030178326475,0.168881273393293,0.903192160628338,0,0.453337403208799,0.00652888437914901,1.7097612162391,1.83338069471263,0.175990014042752,1,1,0
b2480,"THIORDXi",1,0.999999999999442,0.999999999999664,1,0.601115779483081,0.395747599451303,0.0130722542011466,0.383739350649928,0,0.449744842686922,9.36164866200366e-07,0,1.00375811962536,0.0908846933999064,1,1,0
b2497,"URAt2pp",1,0.999999999999312,0.999999999999828,0.996996996996997,0.846570301480379,0.775720164609053,0.0673052684749084,0.791626029099845,0,0.449744842686922,1.17020606942982e-07,0,1.00375811962536,0.262056483070682,0,0,0
b2498,"UPPRT",1,0.999999999999494,0.999999999999664,1,0.430066390218003,0.109053497942387,0.00313596243277636,0.124786963663242,0,0.449744842686922,3.51061743512999e-06,0,1.00375811962536,0.121460446247465,1,1,0
b2499,"PRAIS",1,0,1.01576985135532e-13,0,0.860955573095454,0.825102880658436,0.0193191174564372,0.757784242952396,0,0.454085930392257,0.00788944175888038,2.0659981508092,1.00375811962536,0.210841004836948,0,0,0
b2500,"GARFT",1,0.99843658692403,0.994582881906484,0,0.791455361246555,0.708504801097394,0.0059171699061322,0.63699588257199,1,0.454057022220363,0.00788944175889991,2.05469189506128,1.00375811962536,0.125860508659697,1,1,0
b2501,"PPK2r",1,0.985676474515662,0.978678038379212,0,0.551763396039906,0.293552812071331,0.0021712539867774,0.278398168334848,1,0.449742910912448,3.51061722960944e-06,0,1.00375811962536,0.482821032922453,1,1,0
b2501,"PPKr",1,0.985676474515662,0.978678038379212,0,0.586341499089264,0.376543209876543,0.00848898643034625,0.362485254694193,1,0.449744842686922,0.0616602517107158,-16.1485780527259,1.00375811962536,0.482821032922453,1,1,0
b2502,"PPA",1,0.999999999999442,0.999999999999664,1,0.930651592955631,0.92318244170096,0.045547155650521,0.86113133293178,0,0.449744842686922,3.51061722960951e-06,0,2.26920732833978,0.343666718676861,0,0,0
b2502,"PPA2",1,0.999999999999442,0.999999999999664,1,0.930651592955631,0.92318244170096,0.045547155650521,0.86113133293178,0,0.449744842686922,3.51061722960944e-06,0,2.26823082659586,0.343666718676861,0,0,0
b2507,"GMPS2",1,0,0.999999999999664,0.0540540540540541,0.941236972115368,0.94238683127572,0.108112295122236,0.924505060321221,0,0.452105179229546,0.00429100455299742,1.12332467421918,1.00375811962536,0.347055702917772,1,1,0
b2508,"IMPD",1,0.998990171180149,0.999999999999759,0.075075075075075,0.888467604190936,0.861454046639232,0.0221678303465404,0.787937945415682,0,0.452103247454809,0.00429100455299742,1.12332467421918,1.00375811962536,0.305507879544391,1,1,0
