genes,reaction,Organism,geneKO,maxATPafterKO,growthAcrossCond,closeness,degree,betweenness,pagerank,reversible,rawVmin,rawVmax,PFBAflux,kcat,MW,Target,Acetyl,Phos
PLA2G12A,"PLA2_2e",3,0.990929705212915,0.990929705216659,1,0.679611650485435,0.0915354330708661,0.0013517044143922,0.246724179377319,0,0.981803992189857,0.0318295064684108,-0,1.23510680816932,0.0761803855486167,0,0,0
PLA2G2A,"PLA2_2",3,0.990929705215214,0.990929705216144,1,0.946239900559353,0.772637795275591,0.0071394755841395,0.57986461652232,0,0.981803992189857,0.0778554932220087,-0.0253905466889061,1.02773709777309,0.058157741528381,0,0,0
PLA2G2A,"PLA2_2e",3,0.990929705215214,0.990929705216144,1,0.679611650485435,0.0915354330708661,0.0013517044143922,0.246724179377319,0,0.981803992189857,0.0318295064684108,-0,1.02773709777309,0.058157741528381,0,0,0
PLA2G2D,"PLA2_2e",3,0.990929705212915,0.990929705216659,1,0.679611650485435,0.0915354330708661,0.0013517044143922,0.246724179377319,0,0.981803992189857,0.0318295064684108,-0,1.23510680816932,0.0598319959788964,0,0,0
PLA2G2E,"PLA2_2e",3,0.990929705212915,0.990929705216659,1,0.679611650485435,0.0915354330708661,0.0013517044143922,0.246724179377319,0,0.981803992189857,0.0318295064684108,-0,1.23510680816932,0.0578178280978227,0,0,0
PLA2G2F,"PLA2_2e",3,0.990929705212915,0.990929705216659,1,0.679611650485435,0.0915354330708661,0.0013517044143922,0.246724179377319,0,0.981803992189857,0.0318295064684108,-0,1.23510680816932,0.0674691998654811,0,0,0
PLA2G3,"LPS4e",3,0.990929705212915,0.990929705216659,1,0.678929765886287,0.0895669291338583,0.000815020070937752,0.208756383707867,0,0.981803992189857,0.0318295064684108,-0,1.23510680816932,0.206721607284272,0,0,0
PLA2G4A,"LPASE",3,0.990929705212915,0.990929705216659,1,0.945799037117559,0.770669291338583,0.00923498755902172,0.57311596163476,0,0.981803992189857,0.0778417867359826,-0,1.23510680816932,0.308232775610127,0,0,0
PLA2G7,"PAFHe",3,0.990929705212915,0.990929705216659,1,0.678929765886287,0.0895669291338583,0.000815020070937752,0.208756383707867,0,0.981803992189857,0.0318295064684108,-0,1.04978070680099,0.181083455979403,0,0,0
PLCB2,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.484644229969516,0,0,0
PLCB2,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.484644229969516,0,0,0
PLCB2,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.484644229969516,0,0,0
PLCB3,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.501911109021809,0,0,0
PLCB3,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.501911109021809,0,0,0
PLCB3,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.501911109021809,0,0,0
PLCD1,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.309773234348614,0,0,0
PLCD1,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.309773234348614,0,0,0
PLCD1,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.309773234348614,0,0,0
PLCD3,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.322765882816653,0,0,0
PLCD3,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.322765882816653,0,0,0
PLCD3,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.322765882816653,0,0,0
PLCD4,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.316716146972782,0,0,0
PLCD4,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.316716146972782,0,0,0
PLCD4,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.316716146972782,0,0,0
PLCE1,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.935539395604992,0,0,0
PLCE1,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.935539395604992,0,0,0
PLCE1,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.935539395604992,0,0,0
PLCG2,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.534712755070677,0,0,0
PLCG2,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.534712755070677,0,0,0
PLCG2,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.534712755070677,0,0,0
PLCH1,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.684249351814017,0,0,0
PLCH1,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.684249351814017,0,0,0
PLCH1,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.684249351814017,0,0,0
PLCH2,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.559295005080621,0,0,0
PLCH2,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.559295005080621,0,0,0
PLCH2,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.559295005080621,0,0,0
PLCL1,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.443796760697329,0,0,0
PLCL1,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.443796760697329,0,0,0
PLCL1,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.443796760697329,0,0,0
PLCXD2,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.125757121005565,0,0,0
PLCXD2,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.125757121005565,0,0,0
PLCXD2,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.125757121005565,0,0,0
PLCZ1,"PI45PLC",3,0.990929705212915,0.990929705216659,1,0.94785992217899,0.769685039370079,0.00889962838918034,0.549057314363811,0,0.981803992189857,1,-0,1.02773709777309,0.25461323998973,0,0,0
PLCZ1,"PI4PLC",3,0.990929705212915,0.990929705216659,1,0.948007471980077,0.770669291338583,0.0128778278473556,0.560537639591896,0,0.981803992189857,1,-0,1.02773709777309,0.25461323998973,0,0,0
PLCZ1,"PIPLC",3,0.990929705212915,0.990929705216659,1,0.948155067725363,0.771653543307087,0.0141165612469511,0.569333748912779,0,0.981803992189857,1,-0.093746092785926,1.02773709777309,0.25461323998973,0,0,0
PLD1,"PCHOLPg_hs",3,0.990929705215147,0.990929715420377,1,0.688057846571007,0.248031496062992,0.00805052280608893,0.553848436881212,0,0.981803992189857,0.0318295064684108,-0,1.02773709777309,0.449061802770656,0,0,0
PLD1,"PCHOLPm_hs",3,0.990929705215147,0.990929715420377,1,0.709790209790209,0.239173228346457,0.0011472931411265,0.359458598103883,0,0.981902172589079,0.0527493043578512,-0.179348507337096,1.02773709777309,0.449061802770656,0,0,0
PLD1,"PCHOLPr_hs",3,0.990929705215147,0.990929715420377,1,0.663398692810456,0.140748031496063,0.0024483186258471,0.456396158816585,0,0.981902172589079,1,-0.179348507337096,1.02773709777309,0.449061802770656,0,0,0
PLD2,"PCHOLP_hs",3,0.990929705214566,0.990929705216208,1,0.948155067725363,0.78248031496063,0.020594990410071,0.660508950978445,0,0.981803992189857,1,-0,1.02773709777309,0.38325962515504,0,0,0
PLOD1,"PCLYSOX",3,0.990929705212915,0.990929705216659,1,0.722848664688426,0.179133858267717,0.0030030375417923,0.211052629704422,0,0.981803992189857,0.0318295064684108,-0,0.470385050492867,0.302125182161054,0,0,0
PLOD3,"PCLYSOX",3,0.990929705212915,0.990929705216659,1,0.722848664688426,0.179133858267717,0.0030030375417923,0.211052629704422,0,0.981803992189857,0.0318295064684108,-0,0.470385050492867,0.306591066062537,0,0,0
PMM1,"PMANM",3,0.990929705212915,0.990929705216659,1,0.641660520493098,0.00492125984251968,6.84407710249207e-07,0.00995004692987055,1,0.981803992189857,0.0318295064684108,0,0.485633155756168,0.107568136370375,0,0,0
PMM2,"PMANM",3,0.990929705212915,0.990929705216659,1,0.641660520493098,0.00492125984251968,6.84407710249207e-07,0.00995004692987055,1,0.981803992189857,0.0318295064684108,0,0.485633155756168,0.101547329329105,0,0,0
PMVK,"PMEVKx",3,1.03840831305865e-11,0.990929705216401,0.0116279069767442,0.543264942016056,0.00590551181102362,6.96716565721456e-06,0.0363306304018834,0,0.982786223299635,0.0368125199177693,-1.79426529934936,0.76122099139247,0.0795361266502978,0,0,0
PNLIP,"LPSe",3,0.990929705212915,0.990929705216659,1,0.678929765886287,0.0895669291338583,0.000815020070937752,0.208756383707867,0,0.981803992189857,0.0318295064684108,-0,2.81512417221646,0.184988844330497,0,0,0
PNLIPRP2,"LPSe",3,0.990929705212915,0.990929705216659,1,0.678929765886287,0.0895669291338583,0.000815020070937752,0.208756383707867,0,0.981803992189857,0.0318295064684108,-0,1.02773709777309,0.187896188991867,0,0,0
PNMT,"NORANMT",3,0.990929705214876,0.990929705216919,1,0.891785034412062,0.623031496062992,0.00576524210495766,0.457162960386529,0,0.981803992189857,0.0326000193367297,-0,-1.00012229268028,0.0800387645954849,0,0,0
PNPLA4,"RETH",3,0.990929705215203,0.990929705216919,1,0.946239900559353,0.772637795275591,0.0163227832235885,0.591179314676057,0,0.981803992189857,0.123867773489662,-0,1.02773709777309,0.101178487095946,0,0,0
PNPO,"PDX5PO",3,0.990929705215241,0.990929705216037,1,0.700321987120514,0.123031496062992,0.000335144542097734,0.12702362531214,1,0.981754901990246,0.0318295064684108,-0,-0.544346426157993,0.108439616548722,0,0,0
PNPO,"PYAM5POr",3,0.990929705215241,0.990929705216037,1,0.825426944971532,0.459645669291339,0.00461642945646228,0.383901072877677,1,0.981803992189857,0.0318295064684108,-0,-0.533042714504303,0.108439616548722,0,0,0
PPA1,"PPA",3,0.990929705215252,0.990929705217176,1,0.966973642426167,0.849409448818898,0.00835449328376639,0.631575317028329,0,0.981803992189857,1,-81.3257996530427,2.86695629371961,0.118101836617355,1,1,0
PPAP2B,"PPAP",3,0.990929705212915,0.990929705216659,1,0.839421088904206,0.46259842519685,0.00680655700841011,0.381022049792631,0,0.981803992189857,1,-0,1.02773709777309,0.12698297901577,0,0,0
PPAP2C,"PPAP",3,0.990929705212915,0.990929705216659,1,0.839421088904206,0.46259842519685,0.00680655700841011,0.381022049792631,0,0.981803992189857,1,-0,1.02773709777309,0.117790851989398,0,0,0
PPAT,"GLUPRT",3,1.03840831305865e-11,0,0.0930232558139535,0.852105778648382,0.533464566929134,0.00889825498887765,0.475703395635722,0,0.982022854108305,0.0320453292327222,-0.399800354212537,1.06488342499007,0.207560542559693,1,1,0
PPCDC,"PPCDC",3,0.990929705215242,0.990929705215629,1,0.893092828860538,0.630905511811024,0.00108593955141857,0.432782108623603,0,0.981803992189857,0.0318295064684108,-0,0.348985725199365,0.0809825667803327,0,0,0
PPCS,"PPNCL3",3,0.990929705215242,0.990929705215629,1,0.923987255348203,0.735236220472441,0.0114209395491329,0.579497177284644,0,0.981803992189857,0.0318295064684108,-0,1.02773709777309,0.122965491554598,0,0,0
PRODH,"PRO1xm",3,0.990929705214999,0.990929829271427,0.988372093023256,0.677344010677343,0.216535433070866,0.000312170986348106,0.320975361509556,0,0.981803992189857,1,-0,1.02773709777309,0.245902054306595,0,0,0
PRODH,"PROD2m",3,0.990929705214999,0.990929829271427,0.988372093023256,0.681208053691274,0.227362204724409,0.00161345564608185,0.355926068823531,0,0.981803992189857,0.0940530438923058,-0,1.02773709777309,0.245902054306595,0,0,0
PRODH2,"PRO1x",3,0.984636104537312,0.990929705216659,1,0.890871854885899,0.621062992125984,0.00151436895566241,0.425172653953231,0,0.981803992189857,1,-0,1.5114211388455,0.245902054306595,0,0,0
PRODH2,"PROD2",3,0.984636104537312,0.990929705216659,1,0.890871854885899,0.618110236220472,0.0220128910128623,0.510441299990876,0,0.981941111829287,0.0326600087099737,-0.250479758208812,1.5114211388455,0.245902054306595,0,0,0
PROSC,"ALAR",3,0.990929705214926,0.990929705216144,1,0.648976982097185,0.0285433070866142,0.000104706355526972,0.0604532265922376,1,0.981803992189857,0.0940530438923154,-0,1.02773709777309,0.109726948264453,0,0,0
PRPS1,"PRPPS",3,0.990929705212915,0.990929705216659,1,0.918690601900734,0.707677165354331,0.00722794244951478,0.544746268401059,1,0.982227816529908,1,-0.774210161736242,1.88136150257052,0.125963238724095,0,0,0
PRPS2,"PRPPS",3,0.990929705212915,0.990929705216659,1,0.918690601900734,0.707677165354331,0.00722794244951478,0.544746268401059,1,0.982227816529908,1,-0.774210161736242,1.88136150257052,0.125728192202964,0,0,0
PSPH,"PSP_L",3,0.990929705212915,0.990929705216659,1,0.838034952525111,0.471456692913386,0.00391932613206173,0.379698874612371,0,0.983948588525997,1,-3.91758594158187,2.19268442698551,0.0904314369297862,0,0,0
PTDSS1,"PSSA1_hs",3,0.990929705215262,0.990929705217326,1,0.678173719376391,0.0482283464566929,0.00101200001883264,0.189134688106423,1,0,0.0530320278276011,-0.854612268431176,1.02773709777309,0.200794818851454,0,0,0
PTDSS2,"PSSA2_hs",3,0.990929705215013,0.990929705217691,1,0.675465838509316,0.0354330708661417,0.00105873934544221,0.122045824888803,1,0.981803992189857,1,-0,1.02773709777309,0.203416491587143,0,0,0
PTEN,"PI345P3P",3,0.990929705215196,0.990929711299809,1,0.836308706399335,0.455708661417323,0.00105655214967284,0.335940444450542,0,0.981803992189857,1,-0,1.02773709777309,0.170556987933073,0,0,0
PTEN,"PI345P3Pn",3,0.990929705215196,0.990929711299809,1,0.585520623017017,0.0246062992125984,9.17195953912739e-05,0.188443713622432,0,0.981803992189857,1,-0,1.02773709777309,0.170556987933073,0,0,0
PTGDS,"PGDI",3,0.990929705212915,0.990929705216659,1,0.630500051765192,0.00196850393700787,1.0945401749064e-06,0.0090857377961013,1,0.981803992189857,0.0318295064684108,-0,0.318197208539212,0.0760429737362633,0,0,0
PTGDS,"PGDIr",3,0.990929705212915,0.990929705216659,1,0.489904271579116,0.00393700787401575,0,0.170205856468894,1,0.981803992189857,0.0318295064684108,-0,0.318197208539212,0.0760429737362633,0,0,0
PTGIS,"PGISr",3,0.990929705212915,0.990929705216659,1,0.489904271579116,0.00393700787401575,0,0.170205856468894,1,0.981803992189857,0.0318295064684108,-0,1.02773709777309,0.206493792963792,0,0,0
PTGS1,"PGS",3,0.990929705212915,0.990929705216659,1,0.954096819677264,0.81003937007874,0.0198473675444156,0.623916505242131,0,0.981803992189857,0.0318295064684108,-0,1.59545685142951,0.248375466928954,0,0,0
PTGS1,"PGSr",3,0.990929705212915,0.990929705216659,1,0.666593695271453,0.147637795275591,0.0427645098686408,0.660976902134814,0,0.981803992189857,0.0318295064684108,-0,1.59545685142951,0.248375466928954,0,0,0
PTGS2,"PGS",3,0.990929705212915,0.990929705216659,1,0.954096819677264,0.81003937007874,0.0198473675444156,0.623916505242131,0,0.981803992189857,0.0318295064684108,-0,1.59545685142951,0.249496458029732,0,0,0
PTGS2,"PGSr",3,0.990929705212915,0.990929705216659,1,0.666593695271453,0.147637795275591,0.0427645098686408,0.660976902134814,0,0.981803992189857,0.0318295064684108,-0,1.59545685142951,0.249496458029732,0,0,0
PTS,"PTHPS",3,0.990929705215204,0.990929711893765,1,0.637829912023459,0.00393700787401575,6.0253080456496e-06,0.0413091188868877,0,0.981803992189857,0.0318295064684108,-0,-1.12820842921191,0.0592534199268824,0,0,0
PTS,"PTHPSn",3,0.990929705215204,0.990929711893765,1,0.481727574750829,0.00295275590551181,0.000111130519315369,0.0570929747773201,0,0.981803992189857,0.0318295064684108,-0,-1.12820842921191,0.0592534199268824,0,0,0
PYCR2,"P5CR",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.00170250994478712,0.427535042780707,0,0.981803992189857,1,-0,1.12557568290129,0.121634766634966,0,0,0
PYCR2,"P5CRx",3,0.990929705212915,0.990929705216659,1,0.890871854885899,0.621062992125984,0.00151436895566241,0.425172653953231,0,0.981803992189857,1,-0.250479758208812,1.12557568290129,0.121634766634966,0,0,0
PYCRL,"P5CR",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.00170250994478712,0.427535042780707,0,0.981803992189857,1,-0,1.02773709777309,0.103648283617981,0,0,0
PYCRL,"P5CRx",3,0.990929705212915,0.990929705216659,1,0.890871854885899,0.621062992125984,0.00151436895566241,0.425172653953231,0,0.981803992189857,1,-0.250479758208812,1.02773709777309,0.103648283617981,0,0,0
PYGB,"GLPASE1",3,0.990929705212915,0.990929705216659,1,0.747147589252851,0.184055118110236,0.00155739332816838,0.177924858499854,0,0.981803992189857,1,-0,1.85043722317843,0.349662437034653,0,0,0
PYGB,"GLPASE2",3,0.990929705212915,0.990929705216659,1,0.816025726919467,0.40748031496063,0.00130242456544905,0.298530559322113,0,0.981803992189857,1,-0,1.85043722317843,0.349662437034653,0,0,0
PYGL,"GLPASE1",3,0.990929705212915,0.990929705216659,1,0.747147589252851,0.184055118110236,0.00155739332816838,0.177924858499854,0,0.981803992189857,1,-0,1.85043722317843,0.351300530481918,0,0,0
PYGL,"GLPASE2",3,0.990929705212915,0.990929705216659,1,0.816025726919467,0.40748031496063,0.00130242456544905,0.298530559322113,0,0.981803992189857,1,-0,1.85043722317843,0.351300530481918,0,0,0
PYGM,"GLPASE1",3,0.990929705212915,0.990929705216659,1,0.747147589252851,0.184055118110236,0.00155739332816838,0.177924858499854,0,0.981803992189857,1,-0,1.85043722317843,0.351094412763388,0,0,0
PYGM,"GLPASE2",3,0.990929705212915,0.990929705216659,1,0.816025726919467,0.40748031496063,0.00130242456544905,0.298530559322113,0,0.981803992189857,1,-0,1.85043722317843,0.351094412763388,0,0,0
QDPR,"DHPR",3,0.990929705215115,0.990929705217948,1,0.891002194586686,0.622047244094488,0.000533464737788603,0.421599636010524,0,0.981803992189857,0.0330437465968262,-0.821981482526346,1.54952026770413,0.0932592273840045,0,0,0
QPRT,"NNDPR",3,0.990929705215935,0.990929705217433,1,0.909905871806364,0.690944881889764,0.00640290313320217,0.518753960823175,0,0.981803992189857,0.0318295064684108,-0,-0.644442943200964,0.111542230627647,0,0,0
RBKS,"DRBK",3,0.990929705215137,0.990929705216919,0.953488372093023,0.918136589778378,0.708661417322835,0.00860680481462908,0.548247613513775,0,0.981803992189857,0.110478669514607,-0,0.767585757464021,0.12346451339946,0,0,0
RBKS,"RBK",3,0.990929705215137,0.990929705216919,0.953488372093023,0.918275030156815,0.709645669291339,0.010433630679116,0.565983197331539,0,0.981803992189857,0.0318295064684108,-0,0.767585757464021,0.12346451339946,0,0,0
RDH10,"RDH1a",3,0.990929705212915,0.990929705216659,1,0.892700087950744,0.628937007874016,0.00804372600153083,0.4874300159277,1,0,1,-0,1.02773709777309,0.137726413081605,0,0,0
RDH11,"RDH1a",3,0.990929705212915,0.990929705216659,1,0.892700087950744,0.628937007874016,0.00804372600153083,0.4874300159277,1,0,1,-0,1.02773709777309,0.127959326103543,0,0,0
RDH11,"RDH2a",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.0028739698157501,0.444402234673058,1,0,1,-0,1.02773709777309,0.127959326103543,0,0,0
RDH11,"RDH3a",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.0028739698157501,0.444402234673058,1,0,1,-21.0372566836115,1.02773709777309,0.127959326103543,0,0,0
RDH12,"RDH1a",3,0.990929705212915,0.990929705216659,1,0.892700087950744,0.628937007874016,0.00804372600153083,0.4874300159277,1,0,1,-0,1.02773709777309,0.126903424808618,0,0,0
RDH12,"RDH2a",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.0028739698157501,0.444402234673058,1,0,1,-0,1.02773709777309,0.126903424808618,0,0,0
RDH12,"RDH3a",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.0028739698157501,0.444402234673058,1,0,1,-21.0372566836115,1.02773709777309,0.126903424808618,0,0,0
RDH13,"RDH1a",3,0.990929705212915,0.990929705216659,1,0.892700087950744,0.628937007874016,0.00804372600153083,0.4874300159277,1,0,1,-0,1.02773709777309,0.129933716881041,0,0,0
RDH13,"RDH2a",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.0028739698157501,0.444402234673058,1,0,1,-0,1.02773709777309,0.129933716881041,0,0,0
RDH13,"RDH3a",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.0028739698157501,0.444402234673058,1,0,1,-21.0372566836115,1.02773709777309,0.129933716881041,0,0,0
RDH14,"RDH1a",3,0.990929705212915,0.990929705216659,1,0.892700087950744,0.628937007874016,0.00804372600153083,0.4874300159277,1,0,1,-0,1.02773709777309,0.133307538484348,0,0,0
RDH14,"RDH2a",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.0028739698157501,0.444402234673058,1,0,1,-0,1.02773709777309,0.133307538484348,0,0,0
RDH14,"RDH3a",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.0028739698157501,0.444402234673058,1,0,1,-21.0372566836115,1.02773709777309,0.133307538484348,0,0,0
RDH16,"RDH1",3,0.990929705212915,0.990929705216659,1,0.891915641476273,0.626968503937008,0.00773160940622489,0.485067238787432,1,0,1,-0,-1.28226394091079,0.128997146896843,0,0,0
RDH5,"RDH1",3,0.990929705215022,0.990929705216144,1,0.891915641476273,0.626968503937008,0.00773160940622489,0.485067238787432,1,0,1,-0,1.02773709777309,0.126487573271233,0,0,0
RDH5,"RDH2",3,0.990929705215022,0.990929705216144,1,0.890871854885899,0.621062992125984,0.00271979355132273,0.44203972294768,1,0,1,-0,1.02773709777309,0.126487573271233,0,0,0
RDH5,"RDH3",3,0.990929705215022,0.990929705216144,1,0.890871854885899,0.621062992125984,0.00271979355132273,0.44203972294768,1,0,1,21.0372566836115,1.02773709777309,0.126487573271233,0,0,0
RDH5,"RDH4",3,0.990929705215022,0.990929705216144,1,0.890611289850834,0.619094488188976,0.00164992768145208,0.427526922198583,1,0,1,-0,1.02773709777309,0.126487573271233,0,0,0
RDH8,"RDH1a",3,0.990929705212915,0.990929705216659,1,0.892700087950744,0.628937007874016,0.00804372600153083,0.4874300159277,1,0,1,-0,1.02773709777309,0.122061466473326,0,0,0
RDH8,"RDH2a",3,0.990929705212915,0.990929705216659,1,0.891654465592974,0.623031496062992,0.0028739698157501,0.444402234673058,1,0,1,-0,1.02773709777309,0.122061466473326,0,0,0
RENBP,"ACGAM2E",3,0.990929705216223,0.990929705219497,1,0.642676234698184,0.0078740157480315,6.72897162995452e-06,0.00991167586750187,1,0,0.0318295064684108,-0,1.60293493593527,0.176577794974344,0,0,0
RFK,"RBFK",3,0.990929705215232,0.990929711657589,1,0.917859834212511,0.706692913385827,0.00289008342976691,0.51673858732848,0,0.981803992189857,1,-0,0.628319603363008,0.0637265360290156,0,0,0
RHAG,"NH4t3r",3,0.990929705212915,0.990929705216659,1,0.899556868537665,0.667322834645669,0.00522148058405494,0.504760097504598,1,0,1,-0,1.02773709777309,0.159824402168214,0,0,0
RHBG,"NH4t3r",3,0.990929705212915,0.990929705216659,1,0.899556868537665,0.667322834645669,0.00522148058405494,0.504760097504598,1,0,1,-0,1.02773709777309,0.170792034454204,0,0,0
RPIA,"RPI",3,1.03840831305865e-11,0,0.0232558139534884,0.64193106356066,0.0078740157480315,8.75136350906795e-06,0.0337131467903248,1,0.92308437602719,0.0315508804400382,0.774210161736242,2.12449993815761,0.120304041715333,0,0,0
RPN1,"DOLASNT_Ler",3,0.990929705212915,0.990929705216659,1,0.635301481326934,0.12007874015748,0.00218372304954939,0.376773670043247,0,0.981803992189857,0.0318295064684108,-0,1.02773709777309,0.247952383190919,0,0,0
RPN1,"DOLASNT_Uer",3,0.990929705212915,0.990929705216659,1,0.635301481326934,0.12007874015748,0.00218372304954939,0.376773670043247,0,0.981803992189857,0.0318295064684108,-0,1.02773709777309,0.247952383190919,0,0,0
RPN2,"DOLASNT_Ler",3,0.990929705212915,0.990929705216659,1,0.635301481326934,0.12007874015748,0.00218372304954939,0.376773670043247,0,0.981803992189857,0.0318295064684108,-0,1.02773709777309,0.250537894923357,0,0,0
RPN2,"DOLASNT_Uer",3,0.990929705212915,0.990929705216659,1,0.635301481326934,0.12007874015748,0.00218372304954939,0.376773670043247,0,0.981803992189857,0.0318295064684108,-0,1.02773709777309,0.250537894923357,0,0,0
